樹木編號,樹種名稱,樹種學名,樹胸徑寬度公尺,樹胸圍長度公尺,地址,緯度,經度,地理位置名稱,管理單位,英文名
148,榕,Ficus microcarpa L. f.,0.91,2.86,臺北市中正區網溪里牯嶺公園(廈門街113巷北側),25.0235,121.5187,公園、綠地,臺北市政府工務局公園路燈管理處(臺北市中正區公所代管),Banyan
150,大葉羅漢松,Podocarpus macrophyllus (Thunb.) Sweet,0.46,1.46,臺北市中正區南福里牯嶺街60巷2號東側庭園內,25.0277,121.5179,私有住宅,國立臺灣大學,Broad-leaved Podocarpus
151,榕,Ficus microcarpa L. f.,1.1,3.46,臺北市中正區南福里牯嶺街60巷2號西側庭園內,25.0276,121.5178,私有住宅,國立臺灣大學,Banyan
152,榕,Ficus microcarpa L. f.,1.39,4.37,臺北市中正區龍福里牯嶺街9巷4號大門左側,25.0314,121.5158,其他,國立臺灣大學、財政部國有財產署,Banyan
153,榕,Ficus microcarpa L. f.,1.08,3.4,臺北市中正區建國里重慶南路一段136巷2號大門旁,25.0362,121.5122,學校,臺灣高等法院,Banyan
155,黑板樹,Alstonia scholaris (L.) R. Brown,1.08,3.4,臺北市中正區南門里重慶南路二段4號,25.0347,121.512,私有住宅,文化部文化資產局,Palimara Alstonia
156,小葉羅漢松,Podocarpus macrophyllus var. maki,0.5,1.58,臺北市中正區南門里重慶南路二段4號,25.0344,121.5121,私有住宅,文化部文化資產局,Chinese Podocarpus
157,臺東漆樹,Semecarpus gigantifolia Vidal,0.67,2.12,臺北市中正區南門里重慶南路二段4號,25.0345,121.5123,私有住宅,文化部文化資產局,Largeleaf Markingnut
158,黑板樹,Alstonia scholaris (L.) R. Brown,1.01,3.17,臺北市中正區南門里重慶南路二段4號,25.0346,121.512,私有住宅,文化部文化資產局,Palimara Alstonia
159,黑板樹,Alstonia scholaris (L.) R. Brown,0.89,2.79,臺北市中正區南門里重慶南路二段4號,25.0346,121.512,私有住宅,文化部文化資產局,Palimara Alstonia
160,榕,Ficus microcarpa L. f.,1.13,4.12,臺北市中正區南門里重慶南路二段4號,25.0342,121.5122,私有住宅,文化部文化資產局,Banyan
161,青剛櫟,Cyclobalanopsis glauca (Thunb. ex Murray) Oerst,0.65,2.04,臺北市中正區南門里重慶南路二段4號嚴家淦故居靠6巷的圍牆邊,25.0343,121.5125,私有住宅,文化部文化資產局,Ring-cupped Oak
162,黑板樹,Alstonia scholaris (L.) R. Brown,1.27,3.98,臺北市中正區龍光里重慶南路二段66號,25.031,121.5144,公共場所,教育部,Palimara Alstonia
164,青剛櫟,Cyclobalanopsis glauca (Thunb. ex Murray) Oerst,0.61,1.92,臺北市中正區南門里重慶南路二段8巷14號大門左側庭院中,25.0331,121.5114,私有住宅,潤泰創新國際股份有限公司,Ring-cupped Oak
165,黑板樹,Alstonia scholaris (L.) R. Brown,0.98,3.08,臺北市中正區南門里重慶南路二段8巷1號廢棄屋舍內,25.0337,121.5127,私有住宅,臺灣銀行股份有限公司,Palimara Alstonia
168,榕,Ficus microcarpa L. f.,0.98,3.09,臺北市中正區東門里徐州路17號新台大公共衛生學院大樓南側行人道旁,25.0408,121.5234,道路、人行道,國立臺灣大學,Banyan
169,榕,Ficus microcarpa L. f.,1.19,3.73,臺北市中正區東門里徐州路17號新台大公共衛生學院大樓南側行人道旁,25.0408,121.5234,道路、人行道,國立臺灣大學,Banyan
176,榕,Ficus microcarpa L. f.,1.16,3.63,臺北市中正區東門里徐州路17號新台大公共衛生學院大樓南側行人道旁,25.0408,121.5235,道路、人行道,國立臺灣大學,Banyan
177,樟,Cinnamomum camphora (L.) Presl,0.8,2.5,臺北市中正區東門里徐州路17號新台大公共衛生學院大樓南側行人道,25.0408,121.5233,道路、人行道,國立臺灣大學,Camphor Tree
166,臺灣朴,Celtis formosana Hayata,0.93,2.92,臺北市中正區東門里徐州路17號新台大公衛學院大樓東側,25.0411,121.5236,公共場所,國立臺灣大學,Taiwan Hackberry
180,麵包樹,Artocarpus treculianus,0.6,1.88,臺北市中正區東門里徐州路46號市長官邸藝文沙龍,25.0403,121.5246,公共場所,臺北市政府文化局,Bread-fruit Tree
179,披針葉饅頭果,Glochidion lanceolatum Hayata,0.52,1.64,臺北市中正區東門里中正區徐州路46號(市長官邸藝文沙龍),25.0401,121.5245,公共場所,臺北市政府文化局,Lanceolate-leaved Glochidion
181,樟,Cinnamomum camphora (L.) Presl,0.8,2.5,臺北市中正區東門里徐州路46號市長官邸藝文沙龍演講廳右側向前數第1棵,25.0402,121.5242,公共場所,臺北市政府文化局,Camphor Tree
182,樟,Cinnamomum camphora (L.) Presl,0.8,2.5,臺北市中正區東門里徐州路46號市長官邸藝文沙龍演講廳右側向前數第2棵,25.0402,121.5241,公共場所,臺北市政府文化局,Camphor Tree
183,森氏紅淡比,Cleyera japonica Thunb. var. morii (Yamamoto) Masam.,0.49,1.53,臺北市中正區東門里徐州路46號市長官邸藝文沙龍,25.0402,121.5244,公共場所,臺北市政府文化局,Mori Cleyera
186,榕,Ficus microcarpa L. f.,2.1,6.61,臺北市中正區板溪里晉江街34號長慶廟右方道路旁,25.0252,121.5218,公共場所,私人,Banyan
187,榕,Ficus microcarpa L. f.,1.59,5,臺北市中正區頂東里汀州路二段217號,25.0236,121.5228,其他,私人,Banyan
188,榕,Ficus microcarpa L. f.,0.99,3.1,臺北市中正區文北里泰安街1巷2號大門正前方,25.0403,121.5285,其他,國防部政治作戰局(國防部海軍司令部代管),Banyan
189,榕,Ficus microcarpa L. f.,0.85,2.67,臺北市中正區文北里泰安街1巷6號,25.0403,121.5287,其他,國防部政治作戰局(國防部海軍司令部代管),Banyan
191,南洋含笑,Michelia pilifera,0.37,1.15,臺北市中正區東門里紹興街30巷與仁愛路一段36巷交叉口,25.0381,121.5224,其他,國立臺灣大學,Banana Shrb
192,大葉雀榕,Ficus caulocarpa (Miq.) Miq,0.92,2.87,臺北市中正區東門里紹興街30巷與仁愛路一段36巷交叉口,25.038,121.5224,其他,國立臺灣大學,Red Fruit Fig-tree
193,鳳凰木,Delonix regia (Boj.) Raf,0.64,2.02,臺北市中正區東門里紹興南街32巷與仁愛路一段36巷交叉口,25.0379,121.5226,其他,國立臺灣大學,Flamboyanttree
195,大葉雀榕,Ficus caulocarpa (Miq.) Miq,1.24,3.9,臺北市中正區東門里中正區紹興南街32巷與仁愛路一段36巷交叉口,25.0379,121.5224,其他,國立臺灣大學,Red Fruit Fig-tree
196,緬梔 (雞蛋花),Plumeria rubra L. var. acutifolia (Plir. ex Lam.) Bailey,0.4,1.24,臺北市中正區東門里紹興南街32巷與仁愛路一段36巷交叉口,25.0378,121.5223,其他,國立臺灣大學,Mexican Frangipani
197,樟,Cinnamomum camphora (L.) Presl,0.58,1.81,臺北市中正區東門里紹興南街32巷2號,25.0376,121.5229,私有住宅,國立臺灣大學,Camphor Tree
198,榕,Ficus microcarpa L. f.,1.5,4.7,臺北市中正區廈安里廈安里小公園,25.0314,121.5055,私有住宅,財政部國有財產署,Banyan
200,大葉雀榕,Ficus caulocarpa (Miq.) Miq,1.72,5.4,臺北市中正區建國里介壽公園,25.0393,121.5143,公園、綠地,臺北市政府工務局公園路燈工程管理處,Red Fruit Fig-tree
201,榕,Ficus microcarpa L. f.,1.41,4.44,臺北市中正區建國里介壽公園,25.0394,121.5142,公園、綠地,臺北市政府工務局公園路燈工程管理處,Banyan
203,第倫桃,Dillenia indica L.,0.49,1.53,臺北市中正區螢雪里詔安街29號螢橋國小大門入口旁步道與南側教室間,25.0251,121.5143,學校,臺北市中正區螢橋國民小學,Indian Dillenia
204,第倫桃,Dillenia indica L.,0.39,1.22,臺北市中正區螢雪里詔安街29號螢橋國小大門入口旁步道與南側教室間,25.0252,121.5142,學校,臺北市中正區螢橋國民小學,Indian Dillenia
205,第倫桃,Dillenia indica L.,0.43,1.36,臺北市中正區螢雪里詔安街29號螢橋國小大門入口旁步道與南側教室間,25.0252,121.5141,學校,臺北市中正區螢橋國民小學,Indian Dillenia
208,芒果,Mangifera indica L.,0.6,1.89,臺北市中正區螢雪里詔安街29號螢橋國小東南側圍牆旁,25.025,121.5154,學校,臺北市中正區螢橋國民小學,Mango
211,水黃皮,Pongamia pinnata (L.) Pierre,0.54,1.7,臺北市中正區螢雪里詔安街29號螢橋國小東側圍牆邊,25.0253,121.5156,學校,臺北市中正區螢橋國民小學,Poongaoil Pongamia
213,印度橡膠樹,Ficus elastica Roxb,1.5,4.71,臺北市中正區螢雪里詔安街29號螢橋國小東側圍牆邊，靠近東南側門,25.0251,121.5155,學校,臺北市中正區螢橋國民小學,Indiarubber fig
214,大葉桉,Eucalyptus robusta Smith,0.5,1.56,臺北市中正區螢雪里詔安街29號(螢橋國小),25.025,121.5142,學校,臺北市中正區螢橋國民小學,Swamp Manogany
219,苦楝,Melia azedarach Linn.,0.59,1.85,臺北市中正區螢雪里詔安街29號螢橋國小南側圍牆邊,25.025,121.514,學校,臺北市中正區螢橋國民小學,China Berry
220,大葉合歡,Albizia lebbeck (L.) Benth,0.57,1.78,臺北市中正區螢雪里詔安街29號螢橋國小操場北側,25.0257,121.5145,學校,臺北市中正區螢橋國民小學,Siris
222,大葉合歡,Albizia lebbeck (L.) Benth,0.69,2.18,臺北市中正區螢雪里詔安街29號螢橋國小操場西南角,25.0254,121.5141,學校,臺北市中正區螢橋國民小學,Siris
227,大葉雀榕,Ficus caulocarpa (Miq.) Miq,1.8,5.63,臺北市中正區網溪里雙吉榕公園,25.0232,121.5208,公園、綠地,財政部國有財產署,Red Fruit Fig-tree
230,榕,Ficus microcarpa L. f.,1.67,5.26,臺北市中正區建國里愛國西路1號臺北市立大學警衛室後面第1棵,25.0357,121.5135,學校,臺北市立大學,Banyan
231,榕,Ficus microcarpa L. f.,1.25,3.93,臺北市中正區建國里愛國西路1號臺北市立大學警衛室後面第2棵,25.0357,121.5134,學校,臺北市立大學,Banyan
232,榕,Ficus microcarpa L. f.,0.95,2.98,臺北市中正區南門里愛國西路34巷旁,25.0353,121.5096,公共場所,臺灣銀行股份有限公司,Banyan
235,猢猻木,Adansonia digitata L.,0.88,2.77,臺北市中正區永昌里寧波西街181巷36號對面，永昌公園內,25.0263,121.5099,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市中正區代管),Baobab
236,猢猻木,Adansonia digitata L.,0.99,3.1,臺北市中正區永昌里寧波西街181巷42號對面，永昌公園內，靠近老人亭,25.0263,121.5098,公園、綠地,臺北市政府工務局公園路燈工程管理處(臺北市中正區公所代管),Baobab
237,麵包樹,Artocarpus treculianus,0.93,2.95,臺北市中正區南福里福州街26號台大校長宿舍大門西側,25.0278,121.5171,其他,國立臺灣大學,Bread-fruit Tree
240,杜英,Elaeocarpus sylvestris (Lour.) Pori.,0.64,2.02,臺北市中正區文北里銅山街15號大門左側緊靠在圍牆邊,25.0399,121.5273,私有住宅,台灣電力股份有限公司(秘書處),Common Elaeocarpus
241,青剛櫟,Cyclobalanopsis glauca (Thunb. ex Murray) Oerst,0.39,1.16,臺北市中正區文北里銅山街4號台大宿舍庭院南側,25.0399,121.5262,私有住宅,國立臺灣大學,Ring-cupped Oak
242,光臘樹,Fraxinus griffithii C.B. Clarke,1.2,3.78,臺北市中正區幸福里齊東街53巷11號,25.0416,121.5289,其他,臺北市政府文化局,Griffith's Ash
243,柿子,Diospyros kaki Thumb.,0.53,1.68,臺北市中正區幸福里齊東街53巷11號,25.0417,121.5288,其他,臺北市政府文化局,Persimmon
244,芒果,Mangifera indica L.,0.8,2.5,臺北市中正區幸福里齊東街53巷11號,25.0416,121.5287,其他,臺北市政府文化局,Mango
245,榕,Ficus microcarpa L. f.,1.31,4.12,臺北市中正區幸福里中正區齊東街53巷12號旁,25.0414,121.5286,,國立臺灣文學館,Banyan
250,龍眼,Euphoria Longana Lam.,0.42,1.33,臺北市中正區幸福里齊東公園,25.0417,121.5282,公園、綠地,臺北市政府工務局公園路燈工程管理處,Longan
252,榕,Ficus microcarpa L. f.,1.46,4.59,臺北市中正區幸福里中正區齊東街53巷8號,25.0414,121.5283,,國立臺灣文學館,Banyan
253,榕,Ficus microcarpa L. f.,1.31,4.11,臺北市中正區幸福里中正區齊東街53巷8號,25.0414,121.5282,,國立臺灣文學館,Banyan
257,榕,Ficus microcarpa L. f.,1.72,5.43,臺北市中正區新營里潮州街20-1號,25.0295,121.5218,,財政部國有財產署,Banyan
260,印度黃檀,Dalbergia sissoo DC.,0.7,2.19,臺北市內湖區大湖里內湖區成功路五段168號,25.0818,121.6078,公園、綠地,財團法人中華民國佛教慈濟慈善事業基金會,Sisso tree
262,茄苳,Bischofia javanica Blume,0.69,2.16,臺北市內湖區大湖里內湖區成功路五段168號,25.0819,121.6077,公園、綠地,財團法人中華民國佛教慈濟慈善事業基金會,Autumn Maple Tree
263,雀榕,Ficus superba var. japonica,0.76,2.38,臺北市內湖區大湖里內湖區成功路五段168號,25.0818,121.6079,公園、綠地,財團法人中華民國佛教慈濟慈善事業基金會,Large-leaved Banyan
265,肯氏蒲桃,Eugenia cumini Druce,0.55,1.73,臺北市內湖區大湖里內湖區成功路五段168號,25.0819,121.6076,公園、綠地,財團法人中華民國佛教慈濟慈善事業基金會, Javaplum
266,樟,Cinnamomum camphora (L.) Presl,1.31,4.11,臺北市中正區新營里潮州街7號,25.03,121.5211,私有住宅,國立臺灣大學(臺北市政府文化局代管),Camphor Tree
269,烏桕,Sapium sebiferum (L.) Roxb.,0.43,1.35,臺北市中正區新營里潮州街9號建築物後方右側圍牆邊,25.0299,121.5217,私有住宅,國立臺灣大學(臺北市政府文化局代管),Chinese  Tallow  Tree
270,樟,Cinnamomum camphora (L.) Presl,0.87,2.74,臺北市中正區新營里潮州街9號,25.03,121.5214,其他,國立臺灣大學(臺北市政府文化局代管),Camphor Tree
271,香椿,Toona sinensis (Juss.) M. Roem,0.28,0.88,臺北市中正區新營里潮州街9號,25.03,121.5215,其他,國立臺灣大學(臺北市政府文化局代管),Chinese Toona
272,印度紫檀,Pterocarpus indicus Willd,0.49,1.55,臺北市中正區新營里潮州街9號,25.0299,121.5216,私有住宅,國立臺灣大學(臺北市政府文化局代管),Rose Wood
273,黑板樹,Alstonia scholaris (L.) R. Brown,0.95,3,臺北市中正區幸福里濟南路一段71號八德樓後方牆邊,25.0434,121.5235,學校,臺北市立成功高級中學,Palimara Alstonia
274,竹柏,Nageia nagi (Thunb.) O. Ktze.,0.26,0.83,臺北市中正區幸市里臨沂街27巷1號大門東側,25.0411,121.5305,其他,臺北市政府文化局,Nagai Podocarpus
275,榕,Ficus microcarpa L. f.,0.99,3.11,臺北市中正區幸市里臨沂街27巷1號,25.0412,121.5303,,臺北市政府文化局,Banyan
276,竹柏,Nageia nagi (Thunb.) O. Ktze.,0.28,0.87,臺北市中正區幸市里臨沂街27巷1號大門正前,25.0412,121.5304,,臺北市政府文化局,Nagai Podocarpus
277,竹柏,Nageia nagi (Thunb.) O. Ktze.,0.27,0.84,臺北市中正區幸市里臨沂街27巷1號大門正前,25.0412,121.5304,其他,臺北市政府文化局,Nagai Podocarpus
278,竹柏,Nageia nagi (Thunb.) O. Ktze.,0.32,1,臺北市中正區幸市里臨沂街27巷1號大門東側,25.0412,121.5305,,臺北市政府文化局,Nagai Podocarpus
279,榕,Ficus microcarpa L. f.,0.93,2.91,臺北市中正區幸市里臨沂街27巷1號,25.0412,121.5303,,臺北市政府文化局,Banyan
281,杜英,Elaeocarpus sylvestris (Lour.) Pori.,0.57,1.78,臺北市中正區文北里臨沂街44巷1號東南角,25.0372,121.529,私有住宅,國立臺灣大學,Common Elaeocarpus
282,臺灣朴,Celtis formosana Hayata,0.46,1.44,臺北市中正區幸市里臨沂街45巷8號,25.039,121.53,私有住宅,仁愛禧園社區管理委員會,Taiwan Hackberry
283,榕,Ficus microcarpa L. f.,0.95,2.99,臺北市中正區三愛里臨沂街61號,25.0373,121.5291,公共場所,內政部警政署,Banyan
286,白玉蘭,Michelia alba DC.,0.53,1.66,臺北市中正區三愛里中正區臨沂街61巷16-4號對面,25.0368,121.53,公園、綠地,財政部國有財產署,White Champak
287,青剛櫟,Cyclobalanopsis glauca (Thunb. ex Murray) Oerst,0.56,1.76,臺北市中正區三愛里中正區臨沂街61巷16-4號對面,25.0367,121.5298,公園、綠地,財政部國有財產署,Ring-cupped Oak
288,臺東漆樹,Semecarpus gigantifolia Vidal,0.75,2.35,臺北市中正區三愛里臨沂街65巷11號大門右側,25.0358,121.5297,私有住宅,國立臺灣大學,Largeleaf Markingnut
289,榕,Ficus microcarpa L. f.,1.59,5,臺北市中正區三愛里臨沂街65巷11號大門東側,25.0357,121.5298,私有住宅,國立臺灣大學,Banyan
290,榕,Ficus microcarpa L. f.,0.72,2.28,臺北市中正區幸市里臨沂街6巷7號 (幸市里健康廣場內),25.0426,121.5302,公共場所,臺北市政府財政局,Banyan
291,青剛櫟,Cyclobalanopsis glauca (Thunb. ex Murray) Oerst,0.76,2.39,臺北市中正區三愛里臨沂街71巷33號,25.0355,121.5304,私有住宅,財政部國有財產署(北區分署代管),Ring-cupped Oak
292,榕,Ficus microcarpa L. f.,1.17,3.67,臺北市中正區黎明里二二八和平公園,25.043,121.5142,公園、綠地,臺北市政府工務局公園路燈工程管理處,Banyan
294,印度橡膠樹,Ficus elastica Roxb,1.35,4.24,臺北市中正區黎明里二二八和平公園,25.0431,121.5156,,臺北市政府工務局公園路燈工程管理處,Indiarubber fig
